ID,im_nwords_min,im_nwords_max,im_nwords_mean,im_len_min,im_len_max,im_len_mean,total,base_lft,base_gender,base_opl,base_regio,base_polar,base_intpol,MVH_att_cc_1,MVH_att_cc_2,MVH_att_importance_2,att_cc_mean,opl_3cat,search query_1,search query_2,search query_3,total_valid,total_specific,edu_low,edu_mid,edu_high,base_gender2
1528,1,3,1.6666666666666667,7,21,15.333333333333334,klimaat klimaatverandering politiek over klimaat,22,2,5,12,3.0,4.0,6,6,4,6.0,2,klimaat,klimaatverandering,politiek over klimaat,3.0,1.0,0,1,0,0
1529,2,7,4.666666666666667,19,43,30.0,ijskap smelt in hoeveel jaar fossielen brandstof hoe schaf ik zonnepanelen en warmtepomp aan,64,2,6,12,9.0,6.0,3,2,4,2.5,3,ijskap smelt in hoeveel jaar,fossielen brandstof,hoe schaf ik zonnepanelen en warmtepomp aan,3.0,3.0,0,0,1,0
1530,1,2,1.3333333333333333,2,14,9.0,groene energie kernenergie sp,59,1,4,3,2.0,7.0,2,7,3,4.5,2,groene energie,kernenergie,sp,3.0,3.0,0,1,0,1
1531,1,2,1.3333333333333333,8,9,8.666666666666666,politiek 2de kamer president,39,2,3,8,8.0,5.0,3,4,4,3.5,2,politiek,2de kamer,president,3.0,3.0,0,1,0,0
1533,1,1,1.0,7,18,13.0,klimaatverandering overstromingen orkanen,41,2,4,12,5.0,6.0,5,4,3,4.5,2,klimaatverandering,overstromingen,orkanen,3.0,2.0,0,1,0,0
1534,2,2,2.0,14,15,14.333333333333334,klimaat doelen klimaat plannen klimaat beleid,57,2,6,8,7.0,5.0,5,4,5,4.5,3,klimaat doelen,klimaat plannen,klimaat beleid,3.0,3.0,0,0,1,0
1535,2,2,2.0,16,18,17.0,klimaat wereldwijd duurzame energie opwarming klimaat,65,1,3,7,6.0,9.0,6,5,4,5.5,2,klimaat wereldwijd,duurzame energie,opwarming klimaat,3.0,2.0,0,1,0,1
1536,1,2,1.3333333333333333,7,19,11.333333333333334,klimaat stikstof stijging zeespiegel,61,1,4,1,3.0,6.0,6,6,5,6.0,2,klimaat,stikstof,stijging zeespiegel,3.0,2.0,0,1,0,1
1537,2,3,2.3333333333333335,12,19,16.0,klimaat verandering plastic soep plastic in makeup,60,2,7,12,1.0,7.0,6,5,5,5.5,3,klimaat verandering,plastic soep,plastic in makeup,3.0,2.0,0,0,1,0
1538,1,3,1.6666666666666667,7,20,12.0,klimaat weer afgelopen jaren opwarming,66,2,3,7,5.0,0.0,5,4,3,4.5,2,klimaat,weer afgelopen jaren,opwarming,3.0,2.0,0,1,0,0
1539,6,9,7.333333333333333,26,43,33.333333333333336,hoe snel warmt te aarde op wat is belangrijk om te doen voor het mileu wie doet er veel voor het mileu,22,2,6,8,8.0,6.0,6,5,4,5.5,3,hoe snel warmt te aarde op,wat is belangrijk om te doen voor het mileu,wie doet er veel voor het mileu,3.0,3.0,0,0,1,0
1540,1,2,1.6666666666666667,14,18,15.666666666666666,klimaat aanpak opwarming aarde klimaatverandering,41,1,3,10,4.0,2.0,6,5,4,5.5,2,klimaat aanpak,opwarming aarde,klimaatverandering,3.0,2.0,0,1,0,1
1541,1,3,2.0,8,24,16.333333333333332,klimaat problemen stikstof plannen klimaat regeling,30,2,4,3,5.0,2.0,6,6,4,6.0,2,klimaat problemen,stikstof,plannen klimaat regeling,3.0,3.0,0,1,0,0
1542,1,1,1.0,4,11,7.333333333333333,temperatuur klimaat weer,18,2,5,1,3.0,2.0,3,7,3,5.0,2,temperatuur,klimaat,weer,3.0,2.0,0,1,0,0
1543,1,2,1.3333333333333333,7,18,14.0,klimaatverandering discussie klimaat klimaat,20,2,5,12,8.0,0.0,3,3,2,3.0,2,klimaatverandering,discussie klimaat,klimaat,3.0,1.0,0,1,0,0
1544,2,2,2.0,15,19,16.666666666666668,klimaat verandering opwarming aarde klimaat algemeen,62,2,4,9,5.0,3.0,5,4,4,4.5,2,klimaat verandering,opwarming aarde,klimaat algemeen,3.0,2.0,0,1,0,0
1545,2,2,2.0,13,24,18.0,stikstof regeling biden klimaat afvalscheiding amsterdam,66,2,3,8,2.0,7.0,5,4,4,4.5,2,stikstof regeling,biden klimaat,afvalscheiding amsterdam,3.0,3.0,0,1,0,0
1546,1,2,1.6666666666666667,8,20,16.0,klimaat ontwikkeling temperatuur stijging stikstof,63,1,4,8,6.0,7.0,7,5,4,6.0,2,klimaat ontwikkeling,temperatuur stijging,stikstof,3.0,3.0,0,1,0,1
1548,1,1,1.0,4,7,6.0,klimaat weer energie,56,2,3,10,9.0,7.0,5,3,4,4.0,2,klimaat,weer,energie,3.0,2.0,0,1,0,0
1549,1,1,1.0,7,7,7.0,klimaat clintel leugens,58,1,4,12,8.0,6.0,1,1,1,1.0,2,klimaat,clintel,leugens,3.0,2.0,0,1,0,1
1550,1,2,1.3333333333333333,7,19,11.333333333333334,klimaat verandering toekomst klimaat,23,2,4,12,5.0,2.0,5,6,5,5.5,2,klimaat verandering,toekomst,klimaat,3.0,1.0,0,1,0,0
1552,1,2,1.6666666666666667,7,17,13.333333333333334,klimaat klimaat politiek nederland klimaat,30,2,1,12,7.0,6.0,3,2,2,2.5,1,klimaat,klimaat politiek,nederland klimaat,3.0,1.0,1,0,0,0
1555,1,2,1.3333333333333333,7,19,14.666666666666666,klimaatverandering stijging zeespiegel droogte,66,2,4,8,2.0,6.0,6,6,5,6.0,2,klimaatverandering,stijging zeespiegel,droogte,3.0,2.0,0,1,0,0
1557,2,3,2.6666666666666665,19,20,19.333333333333332,klimaat verandering politiek en klimaat klimaat en belasting,63,2,3,8,2.0,6.0,7,4,5,5.5,2,klimaat verandering,politiek en klimaat,klimaat en belasting,3.0,2.0,0,1,0,0
1558,1,2,1.6666666666666667,16,18,17.0,klimaatverandering politieke klimaat klimaat politiek,44,2,4,7,5.0,0.0,4,4,3,4.0,2,klimaatverandering,politieke klimaat,klimaat politiek,3.0,2.0,0,1,0,0
1560,1,3,2.0,14,28,20.0,klimaatverandering klimaat wetten klimaat standpunten politiek,22,2,6,11,2.0,6.0,6,2,4,4.0,3,klimaatverandering,klimaat wetten,klimaat standpunten politiek,3.0,2.0,0,0,1,0
1561,1,4,2.0,4,18,12.666666666666666,wat wordt het weer weer weersverwachting,56,1,4,1,7.0,5.0,2,3,4,2.5,2,wat wordt het weer,weer,weersverwachting,3.0,3.0,0,1,0,1
1562,1,2,1.3333333333333333,3,16,10.0,klimaat neutraal fossielvrij co2,62,1,4,9,5.0,6.0,6,5,4,5.5,2,klimaat neutraal,fossielvrij,co2,3.0,3.0,0,1,0,1
1564,1,3,2.0,18,27,22.0,klimaatverandering klimaatplannen en akkoorden ecologische transitie,19,1,5,7,7.0,6.0,7,5,5,6.0,2,klimaatverandering,klimaatplannen en akkoorden,ecologische transitie,3.0,2.0,0,1,0,1
1565,1,3,2.0,18,21,19.0,stikstof onderzoek klimaatdoelstellingen klimaat top parijs,25,2,7,12,5.0,9.0,7,6,5,6.5,3,stikstof onderzoek,klimaatdoelstellingen,klimaat top parijs,3.0,3.0,0,0,1,0
1566,1,3,2.3333333333333335,7,22,16.0,klimaat klimaat in politiek klimaat in samenleving,57,2,4,8,2.0,6.0,4,4,4,4.0,2,klimaat,klimaat in politiek,klimaat in samenleving,3.0,2.0,0,1,0,0
1567,2,2,2.0,12,19,15.0,klimaat 2020 klimaat maatregelen global warming,42,1,4,4,8.0,0.0,3,5,3,4.0,2,klimaat 2020,klimaat maatregelen,global warming,3.0,3.0,0,1,0,1
1569,1,1,1.0,3,18,10.333333333333334,klimaatverandering poolkappen co2,19,1,5,9,5.0,2.0,5,5,3,5.0,2,klimaatverandering,poolkappen,co2,3.0,2.0,0,1,0,1
1570,1,4,2.3333333333333335,7,27,15.666666666666666,verduurzaming van de wereld klimaat doelen parijs,36,1,4,12,8.0,7.0,5,4,4,4.5,2,verduurzaming van de wereld,klimaat,doelen parijs,3.0,2.0,0,1,0,1
1571,1,2,1.6666666666666667,7,15,12.0,klimaat climate change opwarming aarde,58,1,5,6,5.0,9.0,6,6,4,6.0,2,klimaat,climate change,opwarming aarde,3.0,1.0,0,1,0,1
1572,1,2,1.3333333333333333,10,27,17.0,oorzaken klimaatverandering klimaatakkoord klimaattop,30,2,6,7,7.0,6.0,6,4,4,5.0,3,oorzaken klimaatverandering,klimaatakkoord,klimaattop,3.0,3.0,0,0,1,0
1574,1,2,1.3333333333333333,5,12,7.666666666666667,klimat bomen schone lucht,43,2,4,10,8.0,2.0,4,4,3,4.0,2,klimat,bomen,schone lucht,3.0,2.0,0,1,0,0
1575,1,4,2.3333333333333335,9,32,20.0,klimaatwijziging laatste 10 jaar stijging zeespiegel opwarming,56,2,7,12,5.0,5.0,7,6,3,6.5,3,klimaatwijziging laatste 10 jaar,stijging zeespiegel,opwarming,3.0,3.0,0,0,1,0
1576,3,4,3.3333333333333335,22,34,26.666666666666668,climate change reasons climate change practical solutions climate change investing,33,2,4,12,4.0,1.0,4,3,4,3.5,2,climate change reasons,climate change practical solutions,climate change investing,3.0,3.0,0,1,0,0
1577,1,2,1.6666666666666667,7,17,12.666666666666666,klimaat invloeden klimaat gevolg klimaat,55,2,4,6,5.0,0.0,2,4,4,3.0,2,klimaat,invloeden klimaat,gevolg klimaat,3.0,2.0,0,1,0,0
1578,1,1,1.0,4,16,9.0,klimaat weer weersverandering,35,2,6,8,8.0,6.0,2,6,4,4.0,3,klimaat,weer,weersverandering,3.0,2.0,0,0,1,0
1579,1,1,1.0,8,20,15.666666666666666,klimaatveranderingen toekomst weersomstandigheden,63,2,6,6,5.0,5.0,5,5,4,5.0,3,klimaatveranderingen,toekomst,weersomstandigheden,3.0,2.0,0,0,1,0
1581,1,1,1.0,3,7,5.333333333333333,klimaat milieu co2,37,1,4,9,3.0,6.0,6,4,4,5.0,2,klimaat,milieu,co2,3.0,2.0,0,1,0,1
1582,1,1,1.0,3,3,3.0,pvv cda vvd,56,1,4,3,5.0,4.0,3,6,4,4.5,2,pvv,cda,vvd,3.0,3.0,0,1,0,1
1583,1,4,2.3333333333333335,7,21,16.0,info over het klimaat klimaat klimatologische info,44,1,2,12,2.0,4.0,2,6,4,4.0,1,info over het klimaat,klimaat,klimatologische info,3.0,2.0,1,0,0,1
1585,1,2,1.6666666666666667,12,19,16.333333333333332,klimaatverandering klimaat 2020 klimaat samenleving,40,2,7,9,5.0,10.0,5,5,5,5.0,3,klimaatverandering,klimaat 2020,klimaat samenleving,3.0,2.0,0,0,1,0
1586,1,3,2.3333333333333335,6,24,16.333333333333332,co2 uitstoot scheepvaart milieu wereld nieuws autos,30,1,4,12,5.0,6.0,6,7,5,6.5,2,co2 uitstoot scheepvaart,milieu,wereld nieuws autos,3.0,3.0,0,1,0,1
1587,1,1,1.0,10,18,15.333333333333334,greenpeace klimaatverandering zeespiegelstijging,63,1,4,4,2.0,5.0,7,6,4,6.5,2,greenpeace,klimaatverandering,zeespiegelstijging,3.0,2.0,0,1,0,1
1589,1,2,1.6666666666666667,7,19,13.666666666666666,klimaat verandering klimaat opwarming aarde,35,1,4,6,6.0,7.0,3,3,4,3.0,2,klimaat,verandering klimaat,opwarming aarde,3.0,1.0,0,1,0,1
1590,1,2,1.3333333333333333,10,20,13.333333333333334,green deal stikstofproblematiek greenpeace,35,1,4,4,5.0,2.0,7,7,5,7.0,2,green deal,stikstofproblematiek,greenpeace,3.0,3.0,0,1,0,1
1591,4,6,5.0,36,45,41.0,wat te doen tegen klimaatverandering hoe kunnen we helpen tegen klimaatverandering waarom ontkennen mensen klimaatverandering,18,2,5,4,5.0,6.0,7,7,5,7.0,2,wat te doen tegen klimaatverandering,hoe kunnen we helpen tegen klimaatverandering,waarom ontkennen mensen klimaatverandering,3.0,3.0,0,1,0,0
1593,1,4,2.6666666666666665,18,31,23.666666666666668,klimaatverandering klimaat 2020 nederland klimaat aspecten nederland 2020,64,1,4,7,5.0,4.0,6,4,4,5.0,2,klimaatverandering,klimaat 2020 nederland,klimaat aspecten nederland 2020,3.0,2.0,0,1,0,1
1594,2,3,2.3333333333333335,17,27,21.0,klimaat nederland klimaat verandering klimaat positief veranderen,34,2,6,6,3.0,6.0,5,3,4,4.0,3,klimaat nederland,klimaat verandering,klimaat positief veranderen,3.0,1.0,0,0,1,0
1595,2,3,2.3333333333333335,26,28,27.0,bijdragen klimaat verbeteren klimaatverandering cijfers toekomst klimaatverandering,23,2,3,4,1.0,4.0,6,6,4,6.0,2,bijdragen klimaat verbeteren,klimaatverandering cijfers,toekomst klimaatverandering,3.0,3.0,0,1,0,0
1596,1,2,1.3333333333333333,7,18,13.666666666666666,klimaatverandering klimaat toekomst klimaat,59,2,6,12,1.0,6.0,6,2,4,4.0,3,klimaatverandering,klimaat toekomst,klimaat,3.0,1.0,0,0,1,0
1597,2,5,3.0,14,30,21.0,global warming invloed gedrag mens op klimaat kosten duurzaamheid,22,1,5,5,8.0,6.0,2,1,2,1.5,2,global warming,invloed gedrag mens op klimaat,kosten duurzaamheid,3.0,3.0,0,1,0,1
1598,2,7,4.0,14,35,26.0,klimaat regels wat te doen bij norm klimaat regels politieke klimaat onderwerpen,56,2,2,10,5.0,3.0,4,4,2,4.0,1,klimaat regels,wat te doen bij norm klimaat regels,politieke klimaat onderwerpen,3.0,3.0,1,0,0,0
1599,2,4,3.0,24,28,26.666666666666668,veranderingen in het klimaat ontwikkeling klimaatprobleem nieuws klimaat akkoorden,41,2,4,8,5.0,6.0,2,4,3,3.0,2,veranderingen in het klimaat,ontwikkeling klimaatprobleem,nieuws klimaat akkoorden,3.0,3.0,0,1,0,0
1605,3,8,5.666666666666667,19,40,31.333333333333332,politiek en klimaat politiek doet te weinig aan klimaar wat kan de politiek aan het klimaat doen,20,1,4,4,4.0,9.0,7,7,4,7.0,2,politiek en klimaat,politiek doet te weinig aan klimaar,wat kan de politiek aan het klimaat doen,3.0,3.0,0,1,0,1
1607,2,2,2.0,16,21,18.0,klimaat veranderingen gevolgen klimaat klimaat problemen,64,1,3,12,5.0,6.0,6,6,4,6.0,2,klimaat veranderingen,gevolgen klimaat,klimaat problemen,3.0,2.0,0,1,0,1
1608,1,1,1.0,6,18,10.666666666666666,klimaatverandering duurzaam milieu,36,2,4,1,3.0,3.0,6,7,5,6.5,2,klimaatverandering,duurzaam,milieu,3.0,2.0,0,1,0,0
1609,1,1,1.0,8,20,13.0,klimaatplan klimaatveranderingen ozonlaag,27,1,3,12,4.0,6.0,7,7,5,7.0,2,klimaatplan,klimaatveranderingen,ozonlaag,3.0,2.0,0,1,0,1
1610,1,2,1.3333333333333333,7,28,17.333333333333332,klimaatverandering vertragen klimaatontkenning poolijs,39,2,4,6,1.0,0.0,7,7,5,7.0,2,klimaatverandering vertragen,klimaatontkenning,poolijs,3.0,3.0,0,1,0,0
1611,1,4,2.3333333333333335,15,22,19.333333333333332,verontreiniging opwarming van de aarde verspilling nederland,24,2,6,10,3.0,9.0,4,6,5,5.0,3,verontreiniging,opwarming van de aarde,verspilling nederland,3.0,3.0,0,0,1,0
1612,1,3,2.0,7,23,15.333333333333334,klimaat gevolgen discussies voor klimaat klimaat,27,2,6,8,6.0,7.0,3,3,2,3.0,3,klimaat gevolgen,discussies voor klimaat,klimaat,3.0,2.0,0,0,1,0
1613,2,6,3.6666666666666665,23,39,28.666666666666668,wat kan ik doen voor klimaatverbetering tips klimaatverbetering to do klimaatverbetering,26,2,6,10,6.0,5.0,7,5,4,6.0,3,wat kan ik doen voor klimaatverbetering,tips klimaatverbetering,to do klimaatverbetering,3.0,3.0,0,0,1,0
1614,1,4,2.3333333333333335,17,22,19.0,klimaat nederland opwarming van de aarde klimaatverandering,20,2,2,8,3.0,1.0,6,4,4,5.0,1,klimaat nederland,opwarming van de aarde,klimaatverandering,3.0,1.0,1,0,0,0
1615,1,2,1.6666666666666667,10,17,13.666666666666666,greta thunberg greenpeace ijskappen smelten,23,2,6,12,2.0,10.0,7,7,5,7.0,3,greta thunberg,greenpeace,ijskappen smelten,3.0,3.0,0,0,1,0
1616,1,1,1.0,4,16,9.333333333333334,weer weersite regenverwachting,61,1,4,4,3.0,2.0,7,6,5,6.5,2,weer,weersite,regenverwachting,3.0,3.0,0,1,0,1
1617,3,6,4.333333333333333,33,42,38.333333333333336,wat doet men aan de klimaatveranderingen klimaatveranderingen en politieke uitingen nederland en klimaatveranderingen,43,2,4,10,4.0,6.0,4,4,4,4.0,2,wat doet men aan de klimaatveranderingen,klimaatveranderingen en politieke uitingen,nederland en klimaatveranderingen,3.0,2.0,0,1,0,0
1618,2,3,2.6666666666666665,11,27,19.0,leven in nl climaat verandering de nederlandse maatschappij,60,2,5,8,6.0,3.0,3,3,4,3.0,2,leven in nl,climaat verandering,de nederlandse maatschappij,3.0,2.0,0,1,0,0
1619,1,1,1.0,7,15,11.333333333333334,klimaat energieneutraal zonnepanelen,33,2,6,12,7.0,6.0,6,6,5,6.0,3,klimaat,energieneutraal,zonnepanelen,3.0,2.0,0,0,1,0
1620,4,5,4.333333333333333,22,34,27.0,opwarming van de aarde voorspelling klimaat aarde in 2050 smelten van ijs noordpool,23,2,6,7,5.0,2.0,6,3,3,4.5,3,opwarming van de aarde,voorspelling klimaat aarde in 2050,smelten van ijs noordpool,3.0,3.0,0,0,1,0
1621,1,2,1.6666666666666667,7,22,16.0,klimaat klimaat verandering klimaat doelstellingen,42,2,7,12,6.0,2.0,4,6,3,5.0,3,klimaat,klimaat verandering,klimaat doelstellingen,3.0,1.0,0,0,1,0
1623,1,2,1.3333333333333333,10,15,13.0,groene energie gaswinning energieneutraal,23,2,4,12,3.0,5.0,6,5,4,5.5,2,groene energie,gaswinning,energieneutraal,3.0,3.0,0,1,0,0
1624,1,4,2.3333333333333335,7,22,12.333333333333334,klimaat het weer verandering van t weer,39,1,4,7,4.0,0.0,6,5,3,5.5,2,klimaat,het weer,verandering van t weer,3.0,2.0,0,1,0,1
1626,1,2,1.3333333333333333,13,18,14.666666666666666,klimaatbeleid klimaatverandering opwarming co2,66,2,7,4,2.0,5.0,7,7,4,7.0,3,klimaatbeleid,klimaatverandering,opwarming co2,3.0,2.0,0,0,1,0
1627,4,6,5.0,25,40,33.333333333333336,co2 afdruk van windmolens fiasco zonnepanelen park in de woenstijn micheal more kritiek groene energie,35,2,4,7,9.0,10.0,3,2,3,2.5,2,co2 afdruk van windmolens,fiasco zonnepanelen park in de woenstijn,micheal more kritiek groene energie,3.0,3.0,0,1,0,0
1629,2,7,4.0,20,46,30.333333333333332,wat doet de politiek tegen het klimaatprobleem klimaatprobleem nederland klimaat in nederland,21,2,5,4,7.0,1.0,4,4,3,4.0,2,wat doet de politiek tegen het klimaatprobleem,klimaatprobleem nederland,klimaat in nederland,3.0,2.0,0,1,0,0
1630,2,3,2.3333333333333335,12,23,19.333333333333332,klimaatdoelen nederland co2 uitstoot opwarming aarde oorzaak,59,2,5,8,4.0,6.0,7,7,5,7.0,2,klimaatdoelen nederland,co2 uitstoot,opwarming aarde oorzaak,3.0,3.0,0,1,0,0
1631,1,1,1.0,3,18,11.0,klimaatverandering co2 duurzaamheid,57,2,7,7,3.0,2.0,6,2,3,4.0,3,klimaatverandering,co2,duurzaamheid,3.0,2.0,0,0,1,0
1632,5,8,6.333333333333333,29,42,35.333333333333336,vroeger waren er ook koude en hete periode waarom komt er geen klimaat akkoord is het klimaat echt veranderd,58,2,2,12,5.0,6.0,2,2,2,2.0,1,vroeger waren er ook koude en hete periode,waarom komt er geen klimaat akkoord,is het klimaat echt veranderd,3.0,3.0,1,0,0,0
1633,1,1,1.0,8,8,8.0,politiek politiek politiek,36,1,2,8,6.0,4.0,4,4,3,4.0,1,politiek,politiek,politiek,3.0,3.0,1,0,0,1
1634,4,6,5.0,31,47,38.0,welke politieke partijen hebben een klimaatplan wat houdt het klimaatakkoord in oorzaak en gevolg klimaatverandering,18,1,5,7,2.0,7.0,2,4,2,3.0,2,welke politieke partijen hebben een klimaatplan,wat houdt het klimaatakkoord in,oorzaak en gevolg klimaatverandering,3.0,3.0,0,1,0,1
1635,1,3,2.3333333333333335,17,31,22.0,klimaatverandering hoe ontstaat klimaatverandering info over klimaat,25,2,6,7,0.0,10.0,7,7,5,7.0,3,klimaatverandering,hoe ontstaat klimaatverandering,info over klimaat,3.0,2.0,0,0,1,0
1636,1,3,1.6666666666666667,7,22,13.333333333333334,klimaat samenleving en klimaat samenleving,34,2,3,4,6.0,6.0,4,5,3,4.5,2,klimaat,samenleving en klimaat,samenleving,3.0,2.0,0,1,0,0
1637,2,2,2.0,11,17,14.0,schoon klimaat gas klimaat voordelen klimaat,58,1,4,12,8.0,6.0,3,2,3,2.5,2,schoon klimaat,gas klimaat,voordelen klimaat,3.0,3.0,0,1,0,1
1639,1,2,1.3333333333333333,7,20,12.333333333333334,klimaat temperatuur stijging zeespiegel,38,1,2,4,5.0,2.0,3,5,3,4.0,1,klimaat,temperatuur stijging,zeespiegel,3.0,2.0,1,0,0,1
1640,1,2,1.6666666666666667,11,28,19.0,klimaat top klimaatverandering temperatuurstijging kliimaat,59,1,5,6,5.0,3.0,7,7,4,7.0,2,klimaat top,klimaatverandering,temperatuurstijging kliimaat,3.0,2.0,0,1,0,1
1641,1,3,1.6666666666666667,3,11,8.333333333333334,wnf verandering wat te doen,23,2,2,1,10.0,0.0,4,5,3,4.5,1,wnf,verandering,wat te doen,3.0,2.0,1,0,0,0
1642,3,4,3.6666666666666665,25,37,29.0,invloed vlees eten milieu klimaatverandering afgelopen 100 jaar vliegreis invloed klimaat,26,2,6,7,5.0,2.0,6,5,4,5.5,3,invloed vlees eten milieu,klimaatverandering afgelopen 100 jaar,vliegreis invloed klimaat,3.0,3.0,0,0,1,0
1643,2,3,2.3333333333333335,22,28,25.0,zelf bijdragen klimaat klimaatverandering nederland klimaatverandering wereld,30,2,4,3,4.0,4.0,6,6,4,6.0,2,zelf bijdragen klimaat,klimaatverandering nederland,klimaatverandering wereld,3.0,1.0,0,1,0,0
1644,1,2,1.3333333333333333,3,15,8.333333333333334,opwarming aarde klimaat co2,63,1,4,5,8.0,7.0,4,2,3,3.0,2,opwarming aarde,klimaat,co2,3.0,2.0,0,1,0,1
1645,1,1,1.0,14,18,16.333333333333332,klimaatverandering biodiversiteit milieuvriendelijk,40,2,6,10,7.0,7.0,7,3,4,5.0,3,klimaatverandering,biodiversiteit,milieuvriendelijk,3.0,2.0,0,0,1,0
1646,1,1,1.0,6,9,7.0,milieu warmte opwarming,60,1,4,8,6.0,1.0,6,4,3,5.0,2,milieu,warmte,opwarming,3.0,3.0,0,1,0,1
1648,2,5,3.3333333333333335,13,35,21.333333333333332,klimaat voorstel elektrische auto beter voor klimaat boeren en co2,65,2,4,5,7.0,6.0,2,4,4,3.0,2,klimaat voorstel,elektrische auto beter voor klimaat,boeren en co2,3.0,3.0,0,1,0,0
1649,1,4,2.3333333333333335,10,26,15.333333333333334,buienradar knmi pluim overlast door extreem weer,34,1,3,6,6.0,7.0,4,5,4,4.5,2,buienradar,knmi pluim,overlast door extreem weer,3.0,3.0,0,1,0,1
1650,1,3,1.6666666666666667,10,21,14.0,buienradar het weer in ongediertebestrijding,65,2,4,6,3.0,2.0,2,6,3,4.0,2,buienradar,het weer in,ongediertebestrijding,3.0,3.0,0,1,0,0
1651,1,8,5.0,7,34,23.666666666666668,wat is waar over uitstoot auto wat s waar op warming van de aarde ozongat,61,1,3,7,8.0,6.0,2,2,2,2.0,2,wat is waar over uitstoot auto,wat s waar op warming van de aarde,ozongat,3.0,3.0,0,1,0,1
1654,1,2,1.3333333333333333,10,15,12.0,temperatuur gaswinning aardbevingen di,65,2,3,3,10.0,0.0,2,6,3,4.0,2,temperatuur,gaswinning,aardbevingen di,3.0,3.0,0,1,0,0
1655,1,1,1.0,7,11,8.666666666666666,klimaat uitstoot windeneegie,43,2,4,8,5.0,6.0,2,2,3,2.0,2,klimaat,uitstoot,windeneegie,3.0,2.0,0,1,0,0
1656,1,1,1.0,5,9,7.0,klimaat greta thornberg,19,2,5,1,5.0,3.0,6,5,4,5.5,2,klimaat,greta,thornberg,3.0,2.0,0,1,0,0
1658,1,4,2.3333333333333335,16,22,18.666666666666668,klimaatverandering klimaat neutraal opwarming van de aarde,26,2,7,7,4.0,0.0,3,3,2,3.0,3,klimaatverandering,klimaat neutraal,opwarming van de aarde,3.0,2.0,0,0,1,0
1659,1,1,1.0,4,8,6.333333333333333,millieu stikstof file,40,1,3,8,8.0,7.0,6,2,5,4.0,2,millieu,stikstof,file,3.0,3.0,0,1,0,1
1660,1,3,2.0,18,36,27.0,klimaatverandering maatregelen tegen klimaatverandering gevolgen klimaatverandering,35,1,3,8,7.0,9.0,2,5,4,3.5,2,klimaatverandering,maatregelen tegen klimaatverandering,gevolgen klimaatverandering,3.0,2.0,0,1,0,1
1661,1,4,2.3333333333333335,14,19,16.0,klimaatcijfers oplossingen klimaat wat kan ik doen,56,2,6,7,5.0,7.0,6,6,4,6.0,3,klimaatcijfers,oplossingen klimaat,wat kan ik doen,3.0,3.0,0,0,1,0
1662,1,2,1.3333333333333333,7,28,17.666666666666668,klimaat klimaatverandering resultaat klimaatverandering,32,2,6,7,10.0,10.0,1,1,5,1.0,3,klimaat,klimaatverandering,resultaat klimaatverandering,3.0,1.0,0,0,1,0
1663,2,3,2.3333333333333335,18,32,24.666666666666668,gots kledingmerken klimaatcijfers nederland klimaatbeleid politieke partijen,25,2,7,4,1.0,6.0,7,7,4,7.0,3,gots kledingmerken,klimaatcijfers nederland,klimaatbeleid politieke partijen,3.0,3.0,0,0,1,0
1665,2,6,4.666666666666667,15,32,26.0,wat verandert er in het klimaat hoe kunnen we het klimaat redden klimaat accoord,34,2,4,11,8.0,6.0,3,4,2,3.5,2,wat verandert er in het klimaat,hoe kunnen we het klimaat redden,klimaat accoord,3.0,3.0,0,1,0,0
1667,1,1,1.0,11,18,14.0,klimaatverandering climatechange co2uitstoot,19,2,6,8,3.0,6.0,7,4,4,5.5,3,klimaatverandering,climatechange,co2uitstoot,3.0,1.0,0,0,1,0
1671,3,4,3.3333333333333335,22,31,25.0,opwarming van de aarde jaarlijkse stijging temperatuur global warming effects,34,2,7,6,3.0,6.0,7,7,4,7.0,3,opwarming van de aarde,jaarlijkse stijging temperatuur,global warming effects,3.0,3.0,0,0,1,0
1672,2,2,2.0,16,19,18.0,stijging zeespiegel verandering klimaat veranderend weer,40,1,5,12,5.0,1.0,5,5,3,5.0,2,stijging zeespiegel,verandering klimaat,veranderend weer,3.0,2.0,0,1,0,1
1673,1,3,2.3333333333333335,10,40,23.333333333333332,klimaat co2 uitstoot politieke onderneming klimaatverandering klimaattop,18,2,5,4,3.0,6.0,6,6,4,6.0,2,klimaat co2 uitstoot,politieke onderneming klimaatverandering,klimaattop,3.0,3.0,0,1,0,0
1674,2,6,4.666666666666667,26,40,31.0,hoe snel warmt de aarde op met hoeveel graden stijgt de temperatuur gevolgen klimaatverandering,39,2,5,12,2.0,4.0,5,5,2,5.0,2,hoe snel warmt de aarde op,met hoeveel graden stijgt de temperatuur,gevolgen klimaatverandering,3.0,3.0,0,1,0,0
1675,1,3,1.6666666666666667,14,22,17.0,koolstofdioxide broeikaseffect uitstoot van bedrijven,30,1,4,4,7.0,10.0,2,5,5,3.5,2,koolstofdioxide,broeikaseffect,uitstoot van bedrijven,3.0,3.0,0,1,0,1
1677,3,6,4.0,21,35,26.0,opwarming aarde feiten hoeveel graden is de aarde gestegen ontbossing en klimaat,40,1,4,12,8.0,6.0,2,4,3,3.0,2,opwarming aarde feiten,hoeveel graden is de aarde gestegen,ontbossing en klimaat,3.0,3.0,0,1,0,1
1679,1,1,1.0,3,14,8.0,klimaat co2 stikstofoxiden,37,1,4,12,4.0,7.0,6,6,5,6.0,2,klimaat,co2,stikstofoxiden,3.0,2.0,0,1,0,1
